Category,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
Pasta mix,32008,0,208,0,71.51,1,8.8,2.7,37,925,5.703,11.6,7,0.433,37.8,4.97,0.86,9.06,0.292,0.497,0.368,1.88,28,0.14,2.75,35,131,204,2152,0.82,25,0.3,0.127,2.3,0.43,1.1
Pasta mix,32009,0,0,0,72.2,0,5.2,2,1,0,5.24,12.32,0,0.423,43.2,4.95,2.36,8.58,0.501,0.808,0.439,1.78,21,0.163,2.71,39,127,342,1537,0.99,0,0.01,0.133,2.6,0.33,0.3
Pasta mix,32010,1,78,0,73.77,1,9.7,2.8,27,334,5.577,10.9,3,0.427,24.9,11.27,0.7,7.94,0.423,0.415,0.443,1.97,52,0.154,2.87,37,124,277,1850,0.84,10,0.19,0.16,0.9,0.81,12.9
Yellow rice with seasoning,32011,0,0,0,74.68,0,8.5,1.8,1,0,3.509,7.02,0,0.128,10.6,1.75,0.395,10.76,0.43,0.833,0,1.75,35,0.272,2.53,112,174,801,1316,1.21,9,0,0.58,0,0.25,0.6
Pizza rolls,32012,7,209,0,50.72,6,13.5,1.2,4,6530,2.075,8.73,50,0.212,12.1,3.74,0.202,27.86,3.849,2.853,2.494,9.98,125,0.131,1.8,20,137,301,599,0.73,67,0.26,0.07,0,1.59,4.6
Potsticker or wonton,32013,0,45,0,13.28,17,52.4,1.4,21,0,2.236,8.28,1,0.127,17.7,2.76,0.367,70.94,2.519,0.782,1.724,5.52,28,0.034,0.74,21,127,284,441,1.67,5,0.26,0.248,8.3,0.25,55
Macaroni or noodles with cheese,32014,0,5,1,52.06,15,25.4,2,7,0,4.118,13.1,30,0.383,38.1,5.04,0.54,27.66,2.291,1.119,0.409,4.03,202,0.168,1.81,35,403,203,867,1.34,30,0.4,0.117,0,0.56,2.2
Turnover,32015,2,97,0,27.29,20,14.9,1.6,50,1687,1.575,10.24,44,0.201,14.9,7.87,0.236,50.38,3.014,1.14,4.724,9.45,276,0.093,1.85,23,47,179,598,1.26,52,0.94,0.095,0,0.79,15.4
Macaroni or noodles with cheese,32016,0,5,0,70.75,8,36,1.6,15,0,3.882,11.48,98,0.626,47.5,8.2,1.04,8.07,1.625,1.987,2.814,6.56,328,0.193,2.36,49,328,348,902,1.23,99,0.77,0.142,0,0.13,0.2
Rice mix,32024,0,3,0,73.88,9,67.9,1.8,72,0,5.263,8.77,6,0.671,24.8,5.26,0.263,8.74,0.75,0.667,1.754,3.51,140,0.189,4.74,88,369,351,1193,1.45,6,0.56,0.397,2.1,0.5,20.5
Dumpling,32025,0,1,0,29.64,4,9.6,0.9,8,0,2.198,5.26,3,0.222,13.4,1.75,0.293,57.25,1.243,3.236,1.316,6.14,35,0.063,1.26,16,79,107,474,0.44,3,0.08,0.062,5.3,0.98,7.9
Turnover,32026,3,61,1,21.74,16,8.5,3.1,201,0,3.053,7.87,35,0.196,18.9,3.94,0.234,63.32,1.407,0.59,2.756,5.51,157,0.11,2.13,31,161,167,276,1.04,40,0.14,0.231,0,0.43,13.4
Turnover,32027,0,24,3,31.89,20,20.7,0.8,32,13,2.708,9.45,34,0.298,20.9,3.94,0.312,51.23,1.681,0.362,2.756,5.51,197,0.077,2.13,18,202,117,378,1.51,37,0.58,0.109,0,0.13,1.9
Turnover,32028,0,20,0,20.67,31,28.9,0.8,15,0,2.726,7.87,37,0.224,14,7.87,0.261,57.21,4.298,2.019,5.512,12.6,79,0.064,2.13,16,111,177,378,0.99,39,0.33,0.084,0,0.65,3.8
Salisbury steak with gravy,32031,0,0,0,6.78,33,15,1,0,0,1.32,6.98,2,0.118,7.5,0.26,0.059,74.19,4.798,1.483,3.982,10.47,47,0.083,0.95,17,127,144,509,0.75,2,0.41,0.131,0,0.23,1.7
Sausage,32032,0,29,8,21.57,78,73.6,2,342,0,2.183,9.54,173,0.32,17.7,3.1,0.245,44.12,8.539,3.881,8.595,22.13,136,0.07,1.85,16,298,269,591,0.99,176,0.59,0.123,0.1,1.56,1.8
Infant Formula,33863,0,0,0,57,0,121,0,0,0,5,10.8,458,0.72,14.4,57,0.41,2.4,9.987,5.213,11.161,27,390,0.38,9.2,41,220,550,138,5.1,458,1.54,0.31,62,6.9,46
Infant formula,33866,0,0,0,52,0,119,0,0,0,5,12.9,452,0.7,13.9,52,0.4,4.5,0.231,5.464,11.76,26,970,0.37,9.9,40,650,650,200,5,452,1.49,0.3,60,4.46,45
Infant formula,33867,0,0,0,57,0,123,0,0,0,5.376,11.3,465,0.717,15,57,0.512,2,9.49,5.055,10.936,26.1,343,0.41,7.7,36,195,553,138,4.1,465,1.7,0.384,51,4.5,41
Infant Formula,33868,0,0,0,57.1,0,118,0,0,0,5.166,10.8,447,0.689,15,57.1,0.492,2.5,9.126,4.862,10.517,25.1,935,0.394,9.8,34,522,531,133,3.9,447,1.6,0.369,59,4.41,39
Infant formula,33870,0,0,0,56,0,114,0,0,0,4.7,15.7,430,0.43,13.3,56,0.38,2.6,5.283,2.765,6.218,21,930,0.36,9.5,52,620,570,171,5.7,430,1.42,0.28,57,4.28,38
Infant formula,33871,0,0,0,52.2,0,82,0,0,0,5.376,15.36,465,0.768,9.2,52.2,0.512,2,10.227,5.338,11.43,27.65,998,0.461,10.2,46,666,768,154,3.84,465,1.54,0.307,61,10.3,41
Infant formula,33873,0,0,0,51,0,119,0,0,0,5,14,451,0.45,13.9,51,0.4,4,9.475,5.096,10.813,26,470,0.37,9,55,260,550,230,5,451,1.49,0.3,60,4.46,40
Infant formula,33874,0,0,0,7.21,0,13.2,0,0,0,2.623,1.97,250,0.197,1.8,7.23,0.131,87.5,0.021,1.164,1.679,3.34,108,0.079,0.33,6,54,64,38,0.98,250,0.16,0.098,13.1,1.86,5.2
Babyfood,33878,15,322,8,20.41,0,8.8,2.1,28,1,0.654,1.06,0,0.057,0.7,14.27,0.033,77.91,0,0,0,0,0,0.099,0.23,18,19,265,10,0.12,28,0,0.232,24.5,0.49,2.3
Restaurant,36012,0,25,2,25.14,36,9.9,2,43,0,0.781,14.75,97,0.261,18.9,2.36,0.103,38.44,4.328,4.982,6.848,18.33,334,0.066,0.62,21,318,108,861,2.07,99,0.96,0.074,0,0.77,22.9
Restaurant,36014,0,0,0,37.2,1,36.8,3.9,27,0,2.564,3.49,0,0.057,0.4,0.28,0.11,43.19,3.358,6.608,2.489,14.04,17,0.112,0.91,29,124,545,357,0.51,0,0,0.236,1.1,1,35.9
Restaurant,36016,0,0,0,22.29,87,50.1,1.5,10,0,1.249,12.67,3,0.129,22.6,0.91,0.112,43.02,4.294,9.311,3.361,18.67,42,0.142,1.16,21,301,108,1125,0.79,3,0.44,0.074,0,2.14,32.2
Restaurant,36017,1,9,0,18.8,10,3.9,1.1,77,0,0.783,5.42,30,0.254,19.4,3.09,0.095,68.24,1.954,1.663,2.147,6.06,99,0.064,0.68,19,137,135,361,0.64,31,0.18,0.057,0,0.75,0.5
Restaurant,36033,0,3,4,16.89,36,53.7,0.9,74,1,2.475,13.49,2,0.096,17.5,0.45,0.06,56.74,2.311,5.334,1.876,10.79,14,0.044,0.38,23,207,251,561,0.39,3,1.17,0.231,0,0.94,0.1
Restaurant,36035,262,456,2,12.35,8,8.2,1.9,67,4,0.281,0.88,5,0.058,1.9,9.54,0.029,74.03,2.582,6.913,1.909,11.78,34,0.018,0.3,10,25,153,221,0.18,54,0,0.119,13.7,0.8,79
Restaurant,36037,0,577,200,4.57,45,32.3,1.4,367,4639,3.557,12.56,93,0.207,13.1,2.27,0.037,71.31,4.662,0.625,4.023,9.79,34,0.086,1.46,18,104,320,381,2.23,149,1.26,0.321,1.1,1.15,3.1
Restaurant,36041,9,197,0,11.36,36,33.5,1.5,97,2517,1.843,10.83,64,0.237,18,3.15,0.14,64.87,3.313,0.788,4.941,10.69,197,0.07,0.79,22,178,255,466,1.32,81,0.66,0.122,0.7,0.91,6.8
Restaurant,36403,0,73,33,31.19,26,30.3,2,174,417,4.663,11.31,10,0.19,24.8,1.84,0.277,37.5,7.121,4.268,5.156,18.37,20,0.097,2.7,21,103,190,440,1.86,18,0.76,0.148,0.7,0.73,6.1
Restaurant,36409,0,18,1,22.39,32,16.9,2.9,2,0,0.483,11.72,87,0.127,15,1.2,0.042,50.36,3.411,1.555,6.479,13.25,325,0.037,0.56,36,271,120,400,1.87,89,0.45,0.149,0,0.44,1.7
Restaurant,36410,0,35,0,23.02,29,38.4,2.6,26,752,2.373,11.51,8,0.087,17.8,1.45,0.083,53.12,3.964,2.205,3.166,10.43,49,0.065,1.01,38,162,255,426,1.62,10,0.28,0.23,0.1,0.35,1.1
Restaurant,36411,1,23,4,26.68,17,24.2,3.2,145,0,1.317,3.48,0,0.053,2.5,7.42,0.043,61.32,2.437,1.548,2.629,7.21,24,0.028,0.53,29,93,186,277,0.62,2,0,0.176,0.2,0.45,5.4
Restaurant,36417,8,54,0,31.16,0,9.1,1.2,66,452,2.378,3.28,1,0.074,7.4,1.3,0.183,58.54,1.511,2.317,1.005,5.29,20,0.065,1.15,13,57,116,528,0.48,6,0.08,0.082,0.1,0.6,13
Restaurant,36418,0,3,0,16.79,5,55.7,8,0,0,0.488,6.91,11,0.111,8.4,0.78,0.135,67.57,1.834,2.344,1.84,6.77,57,0.168,1.62,44,128,402,376,0.88,11,0.08,0.098,0,0.45,13.3
Restaurant,36602,38,128,0,32.5,18,5.5,1.1,103,3,0.637,3.84,10,0.026,8.3,0.62,0.015,59.3,0.588,1.13,0.493,3.19,11,0.086,0.46,9,44,69,361,0.69,22,0,0.032,3.8,0.13,2.8
Restaurant,36603,323,595,1,7.29,14,34.5,1.5,268,4,1.32,7.08,0,0.055,6.7,2.41,0.033,78.82,1.217,2.13,0.978,5.3,22,0.049,1.11,15,76,204,409,1.5,63,0.48,0.161,11.6,0.82,51.3
Restaurant,36618,2,37,9,23.99,53,41.5,0.9,99,20,2.853,12.9,7,0.118,14.4,11.6,0.027,45.15,3.879,7.501,2.76,16.36,12,0.046,1.16,18,127,201,435,1.3,11,0.22,0.202,1.6,1.21,38.2
Restaurant,36619,341,601,16,6.87,26,37.4,1.5,226,0,2.757,9.76,0,0.055,8.1,3.03,0.032,74.78,2.173,3.02,1.352,6.98,20,0.073,0.76,24,94,218,402,0.74,65,0.11,0.243,7.1,1.02,13.6
Restaurant,36621,93,138,0,23.86,27,24.2,1,37,134,3.657,10.1,3,0.043,11.5,11.47,0.053,52.17,2.717,6.419,1.933,12.65,45,0.039,2.12,15,135,158,246,0.42,18,0.09,0.257,2.4,0.82,22.5
Restaurant,36624,28,148,0,5.74,0,15.8,1.2,178,0,0.507,1.34,0,0.098,0.4,2.63,0.02,90.08,0.411,0.921,0.293,1.68,25,0.032,0.42,9,30,136,344,0.19,13,0,0.086,7.2,0.5,18.9
Restaurant,36625,21,97,0,20.16,0,8.9,1.3,112,3,0.81,4.77,0,0.124,11.7,2.63,0.047,71.33,0.592,1.291,0.464,2.35,21,0.064,1.07,14,45,105,430,0.36,9,0,0.068,1.7,0.3,12.7
Restaurant,36626,66,286,0,5.38,21,41.8,0.9,301,0,1.69,8.18,30,0.12,8.1,2.93,0.03,80.24,1.087,2.08,0.77,4.56,20,0.044,0.56,15,73,185,413,0.43,56,0.07,0.232,8.1,0.77,54.7
Restaurant,36629,0,9,3,22.46,61,66.1,0.8,81,25,3.59,14.46,74,0.22,17.1,13.6,0.043,48.43,3.474,6.086,2.422,12.68,14,0.042,0.94,20,130,209,553,1.13,75,0.2,0.23,0.9,1.07,24.4
Restaurant,36633,0,10,3,26.88,59,61.1,0.7,90,28,3.96,14.33,82,0.225,16.7,15.98,0.04,42.8,3.546,6.885,2.41,14.25,12,0.051,1.09,22,130,204,482,0.91,83,0.25,0.267,1,1.31,27.1
Syrups,42040,0,0,0,66.91,0,0,0,0,0,0,0,0,0.01,0.6,46.55,0,32.4,0,0,0,0,6,0.026,0.05,4,4,28,27,0.13,0,0,0,0,0,0
Beverages,42055,0,0,0,87.38,0,0.1,0.1,0,0,0,0.45,0,0,0,0,0,1.84,0,0,0,0.04,1047,0,0.08,3,1239,498,404,0,0,0,0,560,0,0
Creamy dressing,42116,17,64,1,7,0,16,0,78,5,0.02,1.5,5,0.01,1.6,5.65,0.01,74,3.273,7.994,2.115,14,6,0,0.13,2,7,36,833,0.04,11,0.07,0.03,0.4,2.45,3.5
Imitation cheese,42117,0,28,0,1,15,0.1,0,0,0,0.08,25,113,0.36,14.6,1,0.03,38,14.127,10.615,5.815,32,705,0.03,0.7,30,530,55,670,3,115,0.83,0.07,0,0.28,2.7
Babyfood,42119,3,5,0,17.54,3,11.4,0.4,16,0,0.27,2.5,5,0.1,1.6,13.28,0.03,78.5,0.219,0.022,0.517,0.8,79,0.03,0.2,10,65,160,37,0.14,6,0.43,0.12,33.9,0.05,0.4
Babyfood,42120,0,3,8,14.68,3,8.2,0.4,18,0,0.16,2.4,5,0.1,1.3,10.8,0.04,81.5,0.219,0.022,0.517,0.8,81,0.03,0.2,10,60,137,36,0.14,5,0.43,0.05,33.9,0.03,0.2
Turkey ham,42128,0,0,0,2.93,67,59.1,0,0,0,3.53,19.6,0,0.25,37,0,0.05,72,0.864,1.148,1.09,3.8,5,0.11,1.35,20,304,299,1038,2.36,0,0.26,0.23,0,0.39,0
Whipped topping,42135,0,45,0,23.6,2,0,0,0,0,0.1,3,0,0.09,2.4,23.6,0.02,59.7,0.838,0.269,11.273,13.1,71,0.01,0.1,7,74,101,72,0.1,4,0.2,0.02,0,0.5,3.2
Cream substitute,42136,0,9,0,73.4,0,2.3,0,0,0,0,1.9,0,0,0.8,73.4,0,6.2,11.5,0.198,3.8,15.7,1,0.01,0.03,0,136,902,229,0.02,1,0,0,0,0.26,3.9
Granola bar,42139,0,0,0,54.1,12,24.7,3.8,32,0,3.29,9.6,8,0.21,15.7,23.63,0.1,3.2,6.561,1.906,17.065,31.2,108,0.323,1.45,67,227,339,193,1.47,8,0.46,0.11,0.6,4.59,5.7
Salad dressing,42140,0,0,0,6.7,0,3.3,0.2,0,0,0.02,0.3,0,0.01,1.6,1.94,0.01,70,4.66,11.58,2.88,20,6,0.005,0.13,2,7,33,1074,0.04,0,0.07,0.03,0.4,0.59,12.5
Cream substitute,42141,0,3,0,9.1,0,0,0,0,0,0,0.8,0,0,0.9,9.1,0,86.2,2.03,0.42,0.896,3.5,1,0,0.56,0,75,177,60,0.05,0,0,0,0,0.28,0.9
Candies,42148,0,0,0,56.89,7,37.5,4,0,0,4.329,10.16,28,0.074,2.8,47.15,0.152,2,4.448,0.542,18.485,29.32,88,0.452,1.06,81,191,330,213,1.49,28,0.19,0.095,0.5,1.26,5.9
Babyfood,42150,0,7,5,19.5,6,5.4,0.5,7,0,0,0.8,2,0.05,0.7,12.02,1.56,77.9,0.438,0.044,1.034,1.6,6,0.05,0,15,31,70,20,0.28,3,0.5,0.02,35.1,0.02,0.2
Cheese,42155,0,55,0,0.7,65,15.4,0,0,0,0.09,28.2,137,0.36,14.5,0.56,0.02,46,5.64,0.84,14.04,21.6,705,0.032,0.72,27,444,81,781,3,142,0.83,0.08,0,0.19,1.8
Creamy dressing,42157,0,0,0,20,0,16,0,4,0,0.04,1.4,1,0.06,1.6,5.35,0.01,74.7,0.64,1.444,0.494,2.7,36,0,0.25,5,77,133,897,0.18,1,0,0.02,0,0.67,2.3
Bologna,42161,0,0,0,5.2,44,53.3,0,0,0,2.5,11.8,0,0.1,12.4,0,0.05,65,6.455,0.51,5.464,14.8,9,0.03,1,12,178,147,821,1.83,0,1.4,0.15,1,0.19,0.3
Sausage,42173,0,0,0,0.7,84,79.9,0,0,0,4.22,22.7,0,0.25,21,0,0.51,50.9,9.719,3.25,7.95,23,32,0.148,1.62,19,191,337,878,3.17,0,1.26,0.34,1.1,0.39,5.7
Candies,42183,0,0,0,56,6,20.9,3,4,0,1.11,7.3,9,0.2,7,53,0.14,2.2,14.319,12.521,4.962,33.3,130,0.293,1.31,46,147,309,266,0.92,9,0.33,0.04,1,2.71,18.6
Frozen yogurts,42186,0,9,0,21.6,13,14.1,2.3,0,0,0.14,3,38,0.18,1.9,19.24,0.04,71.2,0.961,0.102,2.272,3.6,100,0.054,0.46,25,89,234,63,0.28,39,0.07,0.04,0,0.09,0.3
Frozen yogurts,42187,0,9,0,21.6,13,23.1,0,0,0,0.07,3,48,0.18,1.9,19.92,0.04,71.2,0.986,0.1,2.326,3.6,100,0.009,0.46,10,89,156,63,0.28,49,0.07,0.04,0.7,0.09,0.3
Milk,42189,0,3,0,5.3,8,16,0,0,0,0.1,4.1,16,0.21,2.3,5.3,0.05,87.7,0.576,0.071,1.242,2,143,0.008,0.06,13,82,180,105,0.24,16,0.37,0.03,1.5,0.11,0.1
Salad dressing,42192,0,2,0,25.6,2,16.4,1.8,0,0,0.111,1.52,5,0.166,1.6,7.44,0.04,68,0.441,0.069,0.45,1.01,51,0.015,0.12,15,107,194,814,0.21,5,0.26,0.045,0.5,0.04,0.1
Salad Dressing,42193,0,0,0,15.5,9,0.7,1.9,0,0,0,0.2,0,0.014,0.3,10.3,0,78.7,1.887,0.063,0.6,2.7,6,0.02,0.12,2,5,49,788,0.05,0,0,0,0,0.04,24.7
Candies,42196,0,10,0,71.22,10,16.8,2.9,6,0,0.218,3.2,42,0.063,2.5,57.81,0.037,7.2,4.639,0.514,11.474,17.5,53,0.344,1.2,58,75,196,168,0.89,42,0.04,0.02,0.2,0.39,3.5
Papad,42200,0,4,0,59.87,4,0.4,18.6,1,0,1.472,25.56,13,0.258,8.3,0,0.277,3.49,0.532,1.148,1.084,3.25,143,0.998,7.8,271,385,1000,1745,3.4,13,0,0.285,0,0.05,0.4
Rice cake,42204,0,0,0,81.1,0,18.9,4.2,0,0,7.81,7.1,0,0.16,24.6,0.88,0.06,5.8,1.582,1.52,0.875,4.3,11,0.445,1.49,131,360,428,71,3,0,0,0.15,0,1.24,1.9
Candies,42227,0,1,0,60.5,8,37.7,5.6,0,0,0.952,7.53,24,0.324,2.7,49.22,0.11,2.52,11.29,3.753,9.435,27.76,155,0.552,1.73,116,203,381,45,1.86,24,0.22,0.055,0.6,9.52,2
Salad Dressing,42230,0,0,0,40,25,15.3,0.4,1,0,0.25,0,0,0.01,1.6,38.73,0.01,37,8.6,7.52,2.98,20,36,0,0.26,5,30,50,1600,0.18,0,0.1,0.02,0,1.84,39.5
Oil,42231,0,0,0,0,0,0.2,0,0,0,0,0.11,0,0,0,0,0,0.12,18.438,67.849,8.976,99.98,1,0,0,0,1,0,0,0.07,0,0,0,0,0.47,9.3
Cereals ready-to-eat,42236,0,0,0,84.7,0,16.1,4.3,92,0,17.64,7.1,500,1.5,14.6,36.13,1.32,2.8,1.1,1.28,0.62,3.33,333,0.141,15,28,141,207,533,7.94,500,5.29,1.76,20,0.45,1.4
Cereals ready-to-eat,42240,28,43,0,79.6,0,21.4,5.5,630,0,15.6,7.7,675,1.3,12,20,1.2,2.9,4,2.1,0.8,7.3,35,0.2,33.8,61,172,211,417,0.9,680,4.7,1.6,0,1.86,3.1
Snacks,42259,46,70,0,58.1,0,16,10,1087,0,1.55,9,0,0.14,7.3,0.54,0.13,2.8,8.29,13.52,5.05,28.1,10,0.221,2.78,108,250,225,3,2.64,8,0,0.21,0.3,2.43,4.3
Cereals ready-to-eat,42265,0,4,1,74.3,0,24.1,9.3,115,0,9.1,7.9,407,0.8,30.4,24.1,0.7,8.5,3.8,2.1,0.8,7.1,39,0.4,16.4,87,253,378,247,2.2,407,2.7,0.9,0.5,0.57,2.6
Babyfood,42266,0,1849,0,11.4,0,4.9,0.5,6,0,0.1,0.3,0,0.03,0.1,9.6,0.01,87.9,0.01,0.05,0.03,0.1,15,0.032,0.3,7,14,137,5,0.08,154,0,0.07,34.1,0.34,0.7
Babyfood,42267,395,863,135,9.9,0,6.5,0.4,135,0,0.21,0.5,0,0.05,0.1,8.4,0.06,89.1,0.01,0.03,0.01,0.1,16,0.044,0.2,10,19,174,10,0.07,94,0,0.05,34.1,0.29,1.5
Snacks,42272,0,0,0,55.2,0,12.8,6.2,48,0,0.42,5.2,0,0.08,16.4,34.27,0.14,6.1,4.97,3.1,22.72,32.2,42,0.319,1.75,56,154,254,152,1.17,0,0.07,0.12,0.5,0.3,1.4
Babyfood,42278,33,73,0,12.1,0,15.2,1.1,550,1,1.1,1.9,0,0.05,1.2,2.39,0.05,84.1,0.97,0.32,0.14,1.5,14,0.08,0.4,15,33,135,14,0.22,8,0,0.05,0.3,0.15,13.4
Babyfood,42279,11,228,0,11.49,0,14.7,2.5,1261,0,1.4,3.4,0,0.08,1.2,2.89,0.1,84.1,0.18,0.18,0.1,0.5,14,0.08,1.5,25,52,93,6,0.46,19,0,0.06,3,0.07,12.6
Frankfurter,42280,0,0,0,8.4,44,76,0.1,0,0,3.16,15.5,1,0.17,22.2,0,0.3,69.9,1.19,0.36,0.97,2.8,12,0.063,0.91,18,155,261,983,1.93,1,0.54,0.27,0.4,0.2,0.3
Snacks,42283,0,0,0,71.4,0,31.6,4.8,0,0,4.09,5,0,0.07,8.1,5.01,0.34,1.4,9.91,4.234,2.631,18.2,125,0.104,0.8,43,274,721,536,0.45,0,0,0.51,0,2.18,7.2
Babyfood,42284,0,0,0,76.68,0,22.9,2.3,11,0,11.25,6.4,0,1.6,37.5,28,1.4,3.7,3.13,3.638,1.646,9.9,400,0.22,22.5,27,709,114,0,4,0,0,0.05,10,3.9,15
Babyfood,42285,0,0,0,85.98,0,33.4,6.5,0,0,16,8.7,0,0.17,23.4,0.72,0.93,1,1.085,1.072,0.61,3,55,0.368,47.6,28,272,386,12,0,0,0,0.98,0,0.65,0.7
Milk,42290,0,0,0,4.85,2,16,0,0,0,0.088,3.4,137,0.14,2.1,4.85,0.036,90.8,0.047,0.007,0.117,0.18,204,0.011,0.04,11,101,166,52,0.4,137,0.38,0.04,1,0.01,0
Cereals ready-to-eat,42297,3,7,0,70.9,0,20.3,11.2,124,0,8.5,9.8,377,0.7,32,17.5,0.6,5.6,3.78,3.44,1.1,8.8,44,0.36,28,98,279,349,238,2.5,378,2.5,0.8,0.1,1.64,3.6
Cheese,42303,0,8,0,3.5,63,15.4,0,0,0,0.1,24.7,174,0.36,14.5,3.5,0.01,50.5,5.09,0.65,10.95,17.6,529,0.031,0.41,27,468,134,600,2.81,175,1.47,0.06,0,0.15,1.5
Cheese,42304,0,41,0,3.5,18,15.4,1.8,0,0,0.12,31.7,124,0.3,18.9,1.48,0.02,60.2,0,0,0,0,961,0.034,0.31,33,656,106,743,3.92,127,0.92,0.08,0,0.14,1.6
Babyfood,42316,3340,7156,0,5.23,0,5,2.3,167,1,0.25,0.6,0,0.03,0.8,2.5,0.02,93.5,0.012,0.148,0.052,0.3,19,0.081,0.2,6,21,129,48,0.2,736,0,0.05,0.7,0.59,7.9
Babyfood,43004,7,8,0,14.14,29,10.7,0.8,19,0,0.16,1,0,0.06,1.1,10.55,0.01,83.5,0.277,0.111,0.264,0.8,11,0.04,0.3,5,34,90,54,0.12,1,0.01,0.13,12,0.07,0.2
Babyfood,43006,1,35,89,15.48,15,3.1,0.6,21,0,0.1,0.4,0,0.02,0.4,9.29,0.02,83.5,0.113,0.043,0.087,0.3,15,0.02,0.2,4,17,46,25,0.8,7,0.01,0.02,12.4,0.11,0.4
Babyfood,43007,1,52,134,16,15,3.5,0.4,25,0,0.08,0.4,0,0.02,0.4,9.41,0.03,82.9,0.148,0.061,0.11,0.4,14,0.2,0.3,4,28,47,17,0.19,10,0.01,0.02,7.2,0.15,0.6
Babyfood,43008,260,571,0,9.2,10,6.7,1.1,105,0,0.3,1.6,0,0.02,3,0.55,0.01,88,0.392,0.188,0.211,0.9,18,0.025,0.2,8,20,60,25,0.25,58,0.1,0.03,1,0.11,1.8
Salad dressing,43015,1,2,1,3.3,39,15.6,0.5,22,0,0.04,2.17,9,0.01,1.6,2.81,0.01,34.3,13.504,32.857,8.789,57.85,48,0.01,1.08,2,19,29,1209,0.11,9,0.03,0.025,0.3,4.74,104.8
Salad dressing,43016,2,4,1,22.4,41,14.6,0,48,0,0.061,0.85,16,0.055,4.8,21.23,0.034,39.85,7.407,19.362,5.343,34.53,9,0.018,0.33,3,42,35,850,0.16,17,0.09,0.007,0.6,3.08,66.1
Salad dressing,43017,1,3,1,7.36,40,3.6,0.1,39,0,0.14,1.9,10,0.05,1.6,6.67,0.02,45.03,9.423,23.165,5.978,43.33,34,0.01,0.35,7,31,58,867,0.25,10,0.26,0.01,0.2,4.6,96.7
Salad dressing,43020,0,2,0,2.9,1,17,0,0,0,0.05,5.1,0,0.1,1.6,2.82,0.02,79.5,1.783,2.422,2.575,7.2,89,0.01,0.5,7,83,5,939,0.25,0,0.23,0.02,0.3,0.25,5.4
Salad dressing,43021,0,1,0,18.6,2,17.4,0.1,0,0,0.04,0.3,1,0.01,1.6,16.32,0.01,73.2,1.124,2.368,0.703,4.4,24,0.01,0.18,2,19,29,1148,0.11,1,0.03,0,0,0.71,1
Syrups,43026,0,0,0,11.99,0,0,0.7,0,0,0,0.8,0,0,0.5,0.01,0,87,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0
Jellies,43027,7,402,38,29.6,0,1,2.2,33,0,0.22,0.55,0,0.015,0,3.39,0.011,69.53,0,0,0,0,31,0.032,0.15,4,9,96,3,0.07,35,0,0.02,0,0.33,1.2
Candies,43031,0,7,0,60.67,0,33.9,4.3,0,0,4.76,9.5,41,0.16,2.8,41.35,0.04,6.1,9.444,5.834,4.657,21,78,0.58,1.7,81,166,445,156,1.87,42,0,0.16,1.4,1.1,3.2
Candies,43046,0,0,1,92.39,0,5.1,3.3,1,0,0.478,3.33,0,0.148,2.6,44.97,0.013,2.15,0,0,1.667,1.67,32,0.134,0.59,32,55,105,33,0.42,0,0.01,0.02,0.3,2.77,0
Candies,43057,0,0,0,88.1,0,0,0,0,0,0,0,0,0,0.5,70,0,11.7,0.092,0.064,0.034,0.2,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Candies,43058,0,0,0,98.6,0,0,0,0,0,0,0,0,0,0.6,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candies,43059,0,13,0,37.68,22,50.1,3.5,6,0,2.26,12.39,54,0.48,4.9,14.63,0.2,4,10.884,4.349,21.723,43.27,285,0.85,1.45,129,332,606,111,2.47,55,0.85,0.18,1.4,2.61,7.5
Chewing gum,43060,0,0,0,94.8,0,0,2.4,0,0,0,0,0,0,0.5,0,0,3.5,0.093,0.232,0.058,0.4,20,0,0,0,0,0,7,0,0,0,0,0,0,0
Fluid replacement,43075,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,2.45,0,96.44,0,0,0,0,10,0.01,0,1,10,77,101,0.02,0,0,0,0,0,0
